0	0	0	1	1	14	14	0	0	1	1	14	14
1	48.69565217	48.69565217	55.29411765	9.411764706	9.259259259	0	4.660937279	4.660937279	5.39277547	3.167101395	3.944504015	0
2	49.56521739	49.56521739	27.05882353	38.82352941	48.14814815	7.407407407	4.662347761	4.662347761	4.818716478	5.286037663	6.799469811	3.563890551
3	0.869565217	0.869565217	10.58823529	18.82352941	7.407407407	5.555555556	0.865776244	0.865776244	3.337333918	4.239905218	3.563890551	3.117131154
4	0.869565217	0.869565217	7.058823529	12.94117647	20.37037037	12.96296296	0.865776244	0.865776244	2.77818257	3.640690947	5.480749219	4.570958825
5	0	0	0	11.76470588	1.851851852	5.555555556	0	0	0	3.494638387	1.834624949	3.117131154
6	0	0	0	8.235294118	7.407407407	22.22222222	0	0	0	2.981727377	3.563890551	5.657500858
7	0	0	0	0	0	5.555555556	0	0	0	0	0	3.117131154
8	0	0	0	0	3.703703704	12.96296296	0	0	0	0	2.569958024	4.570958825
9	0	0	0	0	1.851851852	1.851851852	0	0	0	0	1.834624949	1.834624949
10	0	0	0	0	0	9.259259259	0	0	0	0	0	3.944504015
11	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	3.703703704	0	0	0	0	0	2.569958024
13	0	0	0	0	0	1.851851852	0	0	0	0	0	1.834624949
14	0	0	0	0	0	3.703703704	0	0	0	0	0	2.569958024
15	0	0	0	0	0	1.851851852	0	0	0	0	0	1.834624949
16	0	0	0	0	0	3.703703704	0	0	0	0	0	2.569958024
17	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	1.851851852	0	0	0	0	0	1.834624949
